"contrast","endpoint","group","id","cases","reference","treatment","referenceW","referenceD","referenceL","treatmentW","treatmentD","treatmentL","referenceScore","treatmentScore","referenceWinRate","treatmentWinRate","referenceWilsonLower90","treatmentWilsonLower90","pairedScore","pairedLiteralWin","referenceStatuses","treatmentStatuses","referenceTimes","treatmentTimes"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-corners","8","disabled","separated_lanes_unbounded_d1","3","2","3","3","2","3","0.5","0.5","0.375","0.375","0.19535795103474965","0.19535795103474965","0","0","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":7006,""median"":20249,""p90"":24000,""max"":24000,""mean"":16214.5},""W"":{""n"":3,""min"":16546,""median"":20249,""p90"":21114,""max"":21114,""mean"":19303},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7006,""median"":7918,""p90"":8883,""max"":8883,""mean"":7935.666666666667}}","{""all"":{""n"":8,""min"":7006,""median"":20249,""p90"":24000,""max"":24000,""mean"":15512.625},""W"":{""n"":3,""min"":11488,""median"":20249,""p90"":21114,""max"":21114,""mean"":17617},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7006,""median"":7918,""p90"":8326,""max"":8326,""mean"":7750}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-corners-b","8","disabled","separated_lanes_unbounded_d1","2","3","3","3","2","3","0.4375","0.5","0.25","0.375","0.10887074683495994","0.19535795103474965","0.0625","0.125","{""baseline_win"":3,""candidate_win"":2,""tick_cap_draw"":3}","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":6562,""median"":23474,""p90"":24000,""max"":24000,""mean"":17504.25},""W"":{""n"":2,""min"":12616,""median"":17644,""p90"":17644,""max"":17644,""mean"":15130},""D"":{""n"":3,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":6562,""median"":7738,""p90"":23474,""max"":23474,""mean"":12591.333333333334}}","{""all"":{""n"":8,""min"":6562,""median"":17644,""p90"":24000,""max"":24000,""mean"":15358.25},""W"":{""n"":3,""min"":8194,""median"":11374,""p90"":17644,""max"":17644,""mean"":12404},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":6562,""median"":7618,""p90"":23474,""max"":23474,""mean"":12551.333333333334}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-corners-b-golden","8","disabled","separated_lanes_unbounded_d1","4","1","3","4","2","2","0.5625","0.625","0.5","0.5","0.2936454286357453","0.2936454286357453","0.0625","0","{""baseline_win"":3,""candidate_win"":4,""tick_cap_draw"":1}","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":6454,""median"":8785,""p90"":24000,""max"":24000,""mean"":10584.375},""W"":{""n"":4,""min"":8077,""median"":10036,""p90"":10936,""max"":10936,""mean"":9317.75},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":6454,""median"":8165,""p90"":8785,""max"":8785,""mean"":7801.333333333333}}","{""all"":{""n"":8,""min"":6454,""median"":8222,""p90"":24000,""max"":24000,""mean"":12083.375},""W"":{""n"":4,""min"":7264,""median"":8222,""p90"":10485,""max"":10485,""mean"":8512},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":6454,""median"":8165,""p90"":8165,""max"":8165,""mean"":7309.5}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-golden","8","disabled","separated_lanes_unbounded_d1","4","2","2","3","2","3","0.625","0.5","0.5","0.375","0.2936454286357453","0.19535795103474965","-0.125","-0.125","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":7096,""median"":11680,""p90"":24000,""max"":24000,""mean"":13331.25},""W"":{""n"":4,""min"":7096,""median"":11680,""p90"":11844,""max"":11844,""mean"":10317},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":7962,""median"":9420,""p90"":9420,""max"":9420,""mean"":8691}}","{""all"":{""n"":8,""min"":7330,""median"":12847,""p90"":24000,""max"":24000,""mean"":14576.25},""W"":{""n"":3,""min"":9544,""median"":11844,""p90"":12847,""max"":12847,""mean"":11411.666666666666},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7330,""median"":9420,""p90"":17625,""max"":17625,""mean"":11458.333333333334}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-le","8","disabled","separated_lanes_unbounded_d1","4","2","2","3","3","2","0.625","0.5625","0.5","0.375","0.2936454286357453","0.19535795103474965","-0.0625","-0.125","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""baseline_win"":2,""candidate_win"":3,""tick_cap_draw"":3}","{""all"":{""n"":8,""min"":7420,""median"":9706,""p90"":24000,""max"":24000,""mean"":12827.875},""W"":{""n"":4,""min"":9538,""median"":9706,""p90"":10903,""max"":10903,""mean"":9933.25},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":7420,""median"":7470,""p90"":7470,""max"":7470,""mean"":7445}}","{""all"":{""n"":8,""min"":7420,""median"":13165,""p90"":24000,""max"":24000,""mean"":15068},""W"":{""n"":3,""min"":9586,""median"":10903,""p90"":13165,""max"":13165,""mean"":11218},""D"":{""n"":3,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":7420,""median"":7470,""p90"":7470,""max"":7470,""mean"":7445}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-lvl","8","disabled","separated_lanes_unbounded_d1","4","1","3","3","1","4","0.5625","0.4375","0.5","0.375","0.2936454286357453","0.19535795103474965","-0.125","-0.125","{""baseline_win"":3,""candidate_win"":4,""tick_cap_draw"":1}","{""baseline_win"":4,""candidate_win"":3,""tick_cap_draw"":1}","{""all"":{""n"":8,""min"":8918,""median"":21164,""p90"":24000,""max"":24000,""mean"":18955.375},""W"":{""n"":4,""min"":14396,""median"":20204,""p90"":21164,""max"":21164,""mean"":18813.25},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":8918,""median"":21483,""p90"":21989,""max"":21989,""mean"":17463.333333333332}}","{""all"":{""n"":8,""min"":8104,""median"":20153,""p90"":24000,""max"":24000,""mean"":17384},""W"":{""n"":3,""min"":14396,""median"":20029,""p90"":20153,""max"":20153,""mean"":18192.666666666668},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":8104,""median"":21483,""p90"":21989,""max"":21989,""mean"":15123.5}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-original","8","disabled","separated_lanes_unbounded_d1","3","2","3","3","2","3","0.5","0.5","0.375","0.375","0.19535795103474965","0.19535795103474965","0","0","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":7384,""median"":13606,""p90"":24000,""max"":24000,""mean"":15168.5},""W"":{""n"":3,""min"":10958,""median"":13606,""p90"":19267,""max"":19267,""mean"":14610.333333333334},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7384,""median"":10046,""p90"":12087,""max"":12087,""mean"":9839}}","{""all"":{""n"":8,""min"":7582,""median"":10958,""p90"":24000,""max"":24000,""mean"":13604.375},""W"":{""n"":3,""min"":9910,""median"":10252,""p90"":10958,""max"":10958,""mean"":10373.333333333334},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7582,""median"":10046,""p90"":12087,""max"":12087,""mean"":9905}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-rvr","8","disabled","separated_lanes_unbounded_d1","3","4","1","2","5","1","0.625","0.5625","0.375","0.25","0.19535795103474965","0.10887074683495994","-0.0625","-0.125","{""baseline_win"":1,""candidate_win"":3,""tick_cap_draw"":4}","{""baseline_win"":1,""candidate_win"":2,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":8608,""median"":24000,""p90"":24000,""max"":24000,""mean"":20697.625},""W"":{""n"":3,""min"":8608,""median"":20856,""p90"":21190,""max"":21190,""mean"":16884.666666666668},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":18927,""median"":18927,""p90"":18927,""max"":18927,""mean"":18927}}","{""all"":{""n"":8,""min"":12464,""median"":24000,""p90"":24000,""max"":24000,""mean"":21656},""W"":{""n"":2,""min"":12464,""median"":21190,""p90"":21190,""max"":21190,""mean"":16827},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":19594,""median"":19594,""p90"":19594,""max"":19594,""mean"":19594}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-tvt","8","disabled","separated_lanes_unbounded_d1","4","4","0","3","5","0","0.75","0.6875","0.5","0.375","0.2936454286357453","0.19535795103474965","-0.0625","-0.125","{""candidate_win"":4,""tick_cap_draw"":4}","{""candidate_win"":3,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":7870,""median"":24000,""p90"":24000,""max"":24000,""mean"":18302.375},""W"":{""n"":4,""min"":7870,""median"":12002,""p90"":21315,""max"":21315,""mean"":12604.75},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":8,""min"":6718,""median"":24000,""p90"":24000,""max"":24000,""mean"":18566},""W"":{""n"":3,""min"":6718,""median"":9808,""p90"":12002,""max"":12002,""mean"":9509.333333333334},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__pacific-heights","8","disabled","separated_lanes_unbounded_d1","6","2","0","6","2","0","0.875","0.875","0.75","0.75","0.5237063285891094","0.5237063285891094","0","0","{""candidate_win"":6,""tick_cap_draw"":2}","{""candidate_win"":6,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":9274,""median"":10792,""p90"":24000,""max"":24000,""mean"":13775.5},""W"":{""n"":6,""min"":9274,""median"":9797,""p90"":13450,""max"":13450,""mean"":10367.333333333334},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":8,""min"":9449,""median"":10163,""p90"":24000,""max"":24000,""mean"":14338.125},""W"":{""n"":6,""min"":9449,""median"":9880,""p90"":17560,""max"":17560,""mean"":11117.5},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__peak","8","disabled","separated_lanes_unbounded_d1","3","5","0","3","4","1","0.6875","0.625","0.375","0.375","0.19535795103474965","0.19535795103474965","-0.0625","0","{""candidate_win"":3,""tick_cap_draw"":5}","{""baseline_win"":1,""candidate_win"":3,""tick_cap_draw"":4}","{""all"":{""n"":8,""min"":9441,""median"":24000,""p90"":24000,""max"":24000,""mean"":18794.625},""W"":{""n"":3,""min"":9441,""median"":9458,""p90"":11458,""max"":11458,""mean"":10119},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":8,""min"":9441,""median"":24000,""p90"":24000,""max"":24000,""mean"":18585.5},""W"":{""n"":3,""min"":9441,""median"":9458,""p90"":11520,""max"":11520,""mean"":10139.666666666666},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":22265,""median"":22265,""p90"":22265,""max"":22265,""mean"":22265}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__south-pacific","8","disabled","separated_lanes_unbounded_d1","0","6","2","0","6","2","0.375","0.375","0","0","0","0","0","0","{""baseline_win"":2,""engine_nonliteral_termination_draw"":2,""tick_cap_draw"":4}","{""baseline_win"":2,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":9438,""median"":24000,""p90"":24000,""max"":24000,""mean"":19737.125},""W"":null,""D"":{""n"":6,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":22936.5},""L"":{""n"":2,""min"":9438,""median"":10840,""p90"":10840,""max"":10840,""mean"":10139}}","{""all"":{""n"":8,""min"":9438,""median"":24000,""p90"":24000,""max"":24000,""mean"":19763.75},""W"":null,""D"":{""n"":6,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":22972},""L"":{""n"":2,""min"":9438,""median"":10840,""p90"":10840,""max"":10840,""mean"":10139}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__south-pacific-2","8","disabled","separated_lanes_unbounded_d1","1","5","2","1","5","2","0.4375","0.4375","0.125","0.125","0.038176543007959585","0.038176543007959585","0","0","{""baseline_win"":2,""candidate_win"":1,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":4}","{""baseline_win"":2,""candidate_win"":1,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":13501,""median"":24000,""p90"":24000,""max"":24000,""mean"":21222.375},""W"":{""n"":1,""min"":21001,""median"":21001,""p90"":21001,""max"":21001,""mean"":21001},""D"":{""n"":5,""min"":21642,""median"":24000,""p90"":24000,""max"":24000,""mean"":23528.4},""L"":{""n"":2,""min"":13501,""median"":17635,""p90"":17635,""max"":17635,""mean"":15568}}","{""all"":{""n"":8,""min"":13501,""median"":24000,""p90"":24000,""max"":24000,""mean"":21661.625},""W"":{""n"":1,""min"":22157,""median"":22157,""p90"":22157,""max"":22157,""mean"":22157},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":13501,""median"":17635,""p90"":17635,""max"":17635,""mean"":15568}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__tour-of-egypt","8","disabled","separated_lanes_unbounded_d1","1","1","6","1","1","6","0.1875","0.1875","0.125","0.125","0.038176543007959585","0.038176543007959585","0","0","{""baseline_win"":6,""candidate_win"":1,""tick_cap_draw"":1}","{""baseline_win"":6,""candidate_win"":1,""tick_cap_draw"":1}","{""all"":{""n"":8,""min"":5662,""median"":7960,""p90"":24000,""max"":24000,""mean"":9689.75},""W"":{""n"":1,""min"":9637,""median"":9637,""p90"":9637,""max"":9637,""mean"":9637},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":6,""min"":5662,""median"":7197,""p90"":9922,""max"":9922,""mean"":7313.5}}","{""all"":{""n"":8,""min"":5662,""median"":7226,""p90"":24000,""max"":24000,""mean"":9580.75},""W"":{""n"":1,""min"":9637,""median"":9637,""p90"":9637,""max"":9637,""mean"":9637},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":6,""min"":5662,""median"":7197,""p90"":9922,""max"":9922,""mean"":7168.166666666667}}"
"unbounded_minus_disabled","v6","strata","ra2web_advanced__hfo-bvb","8","disabled","separated_lanes_unbounded_d1","3","4","1","3","2","3","0.625","0.5","0.375","0.375","0.19535795103474965","0.19535795103474965","-0.125","0","{""baseline_win"":1,""candidate_win"":3,""tick_cap_draw"":4}","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":8997,""median"":24000,""p90"":24000,""max"":24000,""mean"":17234.75},""W"":{""n"":3,""min"":8997,""median"":9443,""p90"":10053,""max"":10053,""mean"":9497.666666666666},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":13385,""median"":13385,""p90"":13385,""max"":13385,""mean"":13385}}","{""all"":{""n"":8,""min"":8997,""median"":14401,""p90"":24000,""max"":24000,""mean"":15335.25},""W"":{""n"":3,""min"":8997,""median"":9916,""p90"":10053,""max"":10053,""mean"":9655.333333333334},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":14390,""median"":14401,""p90"":16925,""max"":16925,""mean"":15238.666666666666}}"
"unbounded_minus_disabled","v6","strata","ra2web_advanced__hfo-corners","8","disabled","separated_lanes_unbounded_d1","0","6","2","2","4","2","0.375","0.5","0","0.25","0","0.10887074683495994","0.125","0.25","{""baseline_win"":2,""tick_cap_draw"":6}","{""baseline_win"":2,""candidate_win"":2,""tick_cap_draw"":4}","{""all"":{""n"":8,""min"":12085,""median"":24000,""p90"":24000,""max"":24000,""mean"":21166.5},""W"":null,""D"":{""n"":6,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":12085,""median"":13247,""p90"":13247,""max"":13247,""mean"":12666}}","{""all"":{""n"":8,""min"":12085,""median"":24000,""p90"":24000,""max"":24000,""mean"":18814.75},""W"":{""n"":2,""min"":12214,""median"":16972,""p90"":16972,""max"":16972,""mean"":14593},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":12085,""median"":13247,""p90"":13247,""max"":13247,""mean"":12666}}"
"unbounded_minus_disabled","v6","strata","ra2web_advanced__hfo-corners-b","8","disabled","separated_lanes_unbounded_d1","2","6","0","2","5","1","0.625","0.5625","0.25","0.25","0.10887074683495994","0.10887074683495994","-0.0625","0","{""candidate_win"":2,""tick_cap_draw"":6}","{""baseline_win"":1,""candidate_win"":2,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":9928,""median"":24000,""p90"":24000,""max"":24000,""mean"":21345.25},""W"":{""n"":2,""min"":9928,""median"":16834,""p90"":16834,""max"":16834,""mean"":13381},""D"":{""n"":6,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":8,""min"":10960,""median"":24000,""p90"":24000,""max"":24000,""mean"":21808.25},""W"":{""n"":2,""min"":10960,""median"":19949,""p90"":19949,""max"":19949,""mean"":15454.5},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":23557,""median"":23557,""p90"":23557,""max"":23557,""mean"":23557}}"
"unbounded_minus_disabled","v6","strata","ra2web_advanced__hfo-corners-b-golden","8","disabled","separated_lanes_unbounded_d1","2","4","2","2","4","2","0.5","0.5","0.25","0.25","0.10887074683495994","0.10887074683495994","0","0","{""baseline_win"":2,""candidate_win"":2,""tick_cap_draw"":4}","{""baseline_win"":2,""candidate_win"":2,""tick_cap_draw"":4}","{""all"":{""n"":8,""min"":9904,""median"":24000,""p90"":24000,""max"":24000,""mean"":20517.125},""W"":{""n"":2,""min"":9904,""median"":16204,""p90"":16204,""max"":16204,""mean"":13054},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":20032,""median"":21997,""p90"":21997,""max"":21997,""mean"":21014.5}}","{""all"":{""n"":8,""min"":11362,""median"":24000,""p90"":24000,""max"":24000,""mean"":20495.125},""W"":{""n"":2,""min"":11362,""median"":13054,""p90"":13054,""max"":13054,""mean"":12208},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":20021,""median"":23524,""p90"":23524,""max"":23524,""mean"":21772.5}}"
"unbounded_minus_disabled","v6","strata","ra2web_advanced__hfo-golden","8","disabled","separated_lanes_unbounded_d1","3","4","1","4","3","1","0.625","0.6875","0.375","0.5","0.19535795103474965","0.2936454286357453","0.0625","0.125","{""baseline_win"":1,""candidate_win"":3,""tick_cap_draw"":4}","{""baseline_win"":1,""candidate_win"":4,""tick_cap_draw"":3}","{""all"":{""n"":8,""min"":7894,""median"":24000,""p90"":24000,""max"":24000,""mean"":19172.75},""W"":{""n"":3,""min"":7894,""median"":11724,""p90"":19880,""max"":19880,""mean"":13166},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":17884,""median"":17884,""p90"":17884,""max"":17884,""mean"":17884}}","{""all"":{""n"":8,""min"":8338,""median"":20707,""p90"":24000,""max"":24000,""mean"":18563.5},""W"":{""n"":4,""min"":8338,""median"":16336,""p90"":20707,""max"":20707,""mean"":14276.25},""D"":{""n"":3,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":19403,""median"":19403,""p90"":19403,""max"":19403,""mean"":19403}}"
